278.674000000	1.00000000000	11.4457204228	0.0873688997337	-10.4217044622	-10.4128518084	-33.0307880025	91.6339324221	131.615036098	1394.26483383	-0.0817670765205	813.044010233	0.148029448811	 
278.876210000	1.00000000000	11.4430241557	0.0873894860650	-10.3950890654	-10.3862343257	-32.9353078719	91.6678115823	131.650719230	1393.28380808	-0.0817232866502	810.240400135	0.147956853515	 
279.078420000	1.00000000000	11.4403276750	0.0874100837328	-10.3684664452	-10.3596096185	-32.8398710514	91.7017564174	131.686491745	1392.30306145	-0.0816794004505	807.453550158	0.147884314364	 
279.280630000	1.00000000000	11.4376309783	0.0874306927627	-10.3418365837	-10.3329776687	-32.7444774135	91.7357666460	131.722353330	1391.32259419	-0.0816354181444	804.683310349	0.147811831161	 
279.482840000	1.00000000000	11.4349340637	0.0874513131803	-10.3151994627	-10.3063384584	-32.6491268314	91.7698419875	131.758303677	1390.34240656	-0.0815913399539	801.929532532	0.147739403709	 
279.685050000	1.00000000000	11.4322369289	0.0874719450114	-10.2885550644	-10.2796919696	-32.5538191788	91.8039821621	131.794342475	1389.36249880	-0.0815471660997	799.192070283	0.147667031813	 
279.887260000	1.00000000000	11.4295395717	0.0874925882817	-10.2619033710	-10.2530381845	-32.4585543296	91.8381868906	131.830469415	1388.38287115	-0.0815028968018	796.470778904	0.147594715278	 
280.089470000	1.00000000000	11.4268419902	0.0875132430169	-10.2352443646	-10.2263770852	-32.3633321587	91.8724558948	131.866684189	1387.40352383	-0.0814585322788	793.765515397	0.147522453909	 
280.291680000	1.00000000000	11.4241441819	0.0875339092429	-10.2085780275	-10.1997086541	-32.2681525410	91.9067888969	131.902986490	1386.42445708	-0.0814140727484	791.076138438	0.147450247511	 
280.493890000	1.00000000000	11.4214461450	0.0875545869855	-10.1819043421	-10.1730328735	-32.1730153523	91.9411856201	131.939376012	1385.44567112	-0.0813695184271	788.402508355	0.147378095892	 
280.696100000	1.00000000000	11.4187478771	0.0875752762706	-10.1552232907	-10.1463497258	-32.0779204686	91.9756457883	131.975852447	1384.46716618	-0.0813248695304	785.744487103	0.147305998856	 
280.898310000	1.00000000000	11.4160493761	0.0875959771241	-10.1285348558	-10.1196591935	-31.9828677665	92.0101691260	132.012415490	1383.48894247	-0.0812801262728	783.101938240	0.147233956213	 
281.100520000	1.00000000000	11.4133506400	0.0876166895719	-10.1018390200	-10.0929612589	-31.8878571230	92.0447553586	132.049064838	1382.51100021	-0.0812352888675	780.474726905	0.147161967769	 
281.302730000	1.00000000000	11.4106516665	0.0876374136400	-10.0751357658	-10.0662559049	-31.7928884158	92.0794042122	132.085800186	1381.53333959	-0.0811903575267	777.862719793	0.147090033333	 
281.504940000	1.00000000000	11.4079524535	0.0876581493545	-10.0484250758	-10.0395431139	-31.6979615229	92.1141154135	132.122621231	1380.55596084	-0.0811453324617	775.265785137	0.147018152714	 
281.707150000	1.00000000000	11.4052529989	0.0876788967413	-10.0217069328	-10.0128228686	-31.6030763228	92.1488886903	132.159527670	1379.57886414	-0.0811002138822	772.683792680	0.146946325720	 
281.909360000	1.00000000000	11.4025533005	0.0876996558267	-9.99498131957	-9.98609515194	-31.5082326945	92.1837237708	132.196519203	1378.60204969	-0.0810550019974	770.116613660	0.146874552162	 
282.111570000	1.00000000000	11.3998533562	0.0877204266367	-9.96824821885	-9.95935994662	-31.4134305175	92.2186203842	132.233595529	1377.62551769	-0.0810096970149	767.564120782	0.146802831849	 
282.313780000	1.00000000000	11.3971531638	0.0877412091974	-9.94150761356	-9.93261723554	-31.3186696717	92.2535782603	132.270756346	1376.64926832	-0.0809642991416	765.026188202	0.146731164592	 
282.515990000	1.00000000000	11.3944527212	0.0877620035351	-9.91475948667	-9.90586700166	-31.2239500376	92.2885971297	132.308001356	1375.67330176	-0.0809188085828	762.502691507	0.146659550203	 
282.718200000	1.00000000000	11.3917520263	0.0877828096761	-9.88800382117	-9.87910922798	-31.1292714961	92.3236767238	132.345330260	1374.69761820	-0.0808732255432	759.993507690	0.146587988492	 
282.920410000	1.00000000000	11.3890510769	0.0878036276465	-9.86124060013	-9.85234389756	-31.0346339284	92.3588167748	132.382742760	1373.72221781	-0.0808275502260	757.498515133	0.146516479273	 
283.122620000	1.00000000000	11.3863498708	0.0878244574727	-9.83446980669	-9.82557099354	-30.9400372166	92.3940170154	132.420238559	1372.74710076	-0.0807817828334	755.017593591	0.146445022357	 
283.324830000	1.00000000000	11.3836484060	0.0878452991811	-9.80769142403	-9.79879049909	-30.8454812427	92.4292771795	132.457817361	1371.77226722	-0.0807359235666	752.550624165	0.146373617557	 
283.527040000	1.00000000000	11.3809466803	0.0878661527980	-9.78090543540	-9.77200239747	-30.7509658897	92.4645970013	132.495478870	1370.79771735	-0.0806899726254	750.097489292	0.146302264688	 
283.729250000	1.00000000000	11.3782446916	0.0878870183499	-9.75411182411	-9.74520667197	-30.6564910406	92.4999762162	132.533222790	1369.82345131	-0.0806439302088	747.658072717	0.146230963563	 
283.931460000	1.00000000000	11.3755424377	0.0879078958632	-9.72731057352	-9.71840330597	-30.5620565793	92.5354145600	132.571048829	1368.84946926	-0.0805977965143	745.232259484	0.146159713996	 
284.133670000	1.00000000000	11.3728399165	0.0879287853644	-9.70050166707	-9.69159228289	-30.4676623898	92.5709117694	132.608956693	1367.87577134	-0.0805515717385	742.819935913	0.146088515803	 
284.335880000	1.00000000000	11.3701371258	0.0879496868801	-9.67368508823	-9.66477358621	-30.3733083568	92.6064675821	132.646946088	1366.90235771	-0.0805052560769	740.420989581	0.146017368799	 
